stem:[h],0.2,0.1,0.05,0.01,0.005
stem:[\Vert p-p_h\Vert_{L^2}],2.22396e-02,3.15292e-03,4.07591e-04,3.22962e-06,4.0602e-07
stem:[\Vert u-u_h\Vert_{L^2}],1.73431e-02,2.35603e-03,3.01594e-04,2.33871e-06,2.93291e-07 
