stem:[h],0.2,0.1,0.05,0.01,0.005
stem:[\Vert p-p_h\Vert_{L^2}],2.03629e-03,1.52963e-04,9.81156e-06,1.56186e-08,9.80369e-10
stem:[\Vert u-u_h\Vert_{L^2}],1.37478e-03,1.01811e-04,6.43878e-06,1.00732e-08,6.3051e-10
