T	Ref-test1a-s1	Ref-test1a-s2	Ref-test1b-s1	Ref-test1b-s2	Ref-test1c-s1	Ref-test1c-s2	Ref-test1d-s1	Ref-test1d-s2	Ref-test1e-s1	Ref-test1e-s2	Ref-test1f-s1	Ref-test1f-s2	Ref-test3-s1	Ref-test3-s2	Ref-test4-s1	Ref-test4-s2	Results-test1a-s1	Results-test1a-s2	Results-test1b-s1	Results-test1b-s2	Results-test1c-s1	Results-test1c-s2	Results-test1d-s1	Results-test1d-s2	Results-test1e-s1	Results-test1e-s2	Results-test1f-s1	Results-test1f-s2	Results-test3-s1	Results-test3-s2	Results-test4-s1	Results-test4-s2
86.0	316.30786	305.12863	314.98428	306.01828	316.59705	304.89948	316.6317	304.8827	316.32053	304.88034	316.32053	305.12448	321.54288	304.6447	321.54562	304.63516	317.483	303.601	317.69	304.187	318.012	303.596	318.031	303.622	317.986	303.474	317.869	303.593	322.27	308.51	322.276	308.502
87.0	316.3934	305.17426	315.05215	306.06625	316.68677	304.94434	316.7219	304.92752	316.40643	304.92514	316.40643	305.17032	321.72696	304.72543	321.72974	304.71582	317.606	303.63	317.817	304.221	318.139	303.625	318.158	303.651	318.113	303.502	317.996	303.621	322.468	308.596	322.473	308.588
88.0	316.47775	305.2196	315.11896	306.11383	316.77533	304.98892	316.81088	304.97208	316.49118	304.96964	316.49118	305.21588	321.91037	304.80667	321.91312	304.797	317.727	303.659	317.943	304.255	318.265	303.653	318.284	303.679	318.239	303.53	318.122	303.65	322.664	308.681	322.67	308.673
89.0	316.56097	305.26462	315.18466	306.16095	316.86273	305.03323	316.89874	305.0164	316.57474	305.01392	316.57474	305.26114	322.09308	304.88843	322.09586	304.8787	317.848	303.688	318.068	304.288	318.39	303.682	318.41	303.708	318.364	303.557	318.247	303.679	322.86	308.767	322.866	308.758
90.0	316.64307	305.30936	315.2493	306.20764	316.94904	305.0773	316.98547	305.06042	316.65717	305.05792	316.65717	305.3061	322.27515	304.9707	322.27795	304.96088	317.968	303.716	318.192	304.322	318.514	303.71	318.534	303.736	318.488	303.585	318.371	303.708	323.055	308.852	323.061	308.844
91.0	316.72403	305.3538	315.31293	306.25394	317.03418	305.12112	317.07108	305.10422	316.73846	305.10165	316.73846	305.35074	322.45654	305.05347	322.45935	305.04358	318.087	303.745	318.315	304.355	318.638	303.738	318.657	303.765	318.611	303.612	318.494	303.736	323.25	308.937	323.256	308.929
92.0	316.8039	305.39792	315.3755	306.2998	317.11826	305.16464	317.15558	305.14774	316.81866	305.1451	316.81866	305.3951	322.6373	305.13675	322.64014	305.1268	318.205	303.773	318.437	304.389	318.76	303.766	318.78	303.793	318.733	303.639	318.616	303.764	323.444	309.022	323.45	309.014
93.0	316.88266	305.44177	315.43707	306.3452	317.20123	305.20795	317.23898	305.19098	316.89774	305.18835	316.89774	305.43915	322.8174	305.22052	322.82025	305.2105	318.323	303.801	318.558	304.422	318.882	303.794	318.901	303.821	318.855	303.667	318.737	303.792	323.638	309.107	323.644	309.099
94.0	316.96036	305.48532	315.49765	306.39026	317.28314	305.25095	317.32135	305.23398	316.97574	305.2313	316.97574	305.4829	322.99692	305.3048	322.99976	305.29474	318.439	303.829	318.679	304.455	319.002	303.822	319.022	303.849	318.975	303.694	318.858	303.821	323.83	309.192	323.837	309.184
95.0	317.03702	305.52856	315.55725	306.43484	317.36398	305.2937	317.40262	305.27673	317.05267	305.274	317.05267	305.52637	323.17575	305.3896	323.1786	305.37946	318.555	303.857	318.798	304.487	319.122	303.85	319.142	303.877	319.095	303.72	318.977	303.848	324.022	309.277	324.029	309.269
96.0	317.1126	305.5715	315.6159	306.47903	317.44382	305.33618	317.48288	305.3192	317.12854	305.31644	317.12854	305.56952	323.35397	305.47485	323.35684	305.46466	318.669	303.884	318.917	304.52	319.241	303.877	319.261	303.904	319.214	303.747	319.096	303.876	324.214	309.362	324.221	309.354
97.0	317.1872	305.61417	315.67358	306.52283	317.52258	305.37842	317.5621	305.36142	317.2034	305.3586	317.2034	305.6124	323.5316	305.5606	323.53445	305.55035	318.783	303.912	319.035	304.553	319.359	303.905	319.379	303.932	319.332	303.774	319.214	303.904	324.405	309.447	324.412	309.439
98.0	317.26077	305.65656	315.73038	306.56622	317.60037	305.42038	317.64032	305.40338	317.27722	305.40054	317.27722	305.65497	323.7086	305.64685	323.71146	305.63654	318.897	303.939	319.152	304.585	319.476	303.932	319.496	303.959	319.449	303.8	319.331	303.931	324.595	309.532	324.602	309.524
99.0	317.33334	305.6986	315.78625	306.6092	317.67712	305.4621	317.71753	305.4451	317.35004	305.4422	317.35004	305.69727	323.88498	305.73358	323.88785	305.72318	319.009	303.967	319.268	304.617	319.593	303.959	319.613	303.987	319.565	303.827	319.447	303.959	324.785	309.617	324.792	309.608
100.0	317.40494	305.7404	315.84122	306.65176	317.75293	305.50354	317.79373	305.48654	317.42188	305.48358	317.42188	305.73923	324.06076	305.82077	324.06366	305.81033	319.121	303.994	319.384	304.649	319.709	303.986	319.728	304.014	319.68	303.853	319.563	303.986	324.974	309.701	324.981	309.693
101.0	317.47556	305.7819	315.8953	306.69394	317.82773	305.5447	317.869	305.5277	317.4927	305.52475	317.4927	305.7809	324.23596	305.90845	324.23886	305.89795	319.231	304.021	319.499	304.681	319.823	304.013	319.843	304.041	319.795	303.879	319.677	304.013	325.163	309.786	325.17	309.777
102.0	317.54523	305.8231	315.94852	306.73572	317.9016	305.58563	317.94327	305.56863	317.5626	305.56564	317.5626	305.82233	324.41058	305.99658	324.41348	305.98602	319.341	304.048	319.612	304.713	319.937	304.04	319.957	304.068	319.909	303.905	319.791	304.04	325.351	309.87	325.358	309.862
103.0	317.61395	305.864	316.00092	306.7771	317.97452	305.6263	318.01663	305.6093	317.63153	305.60626	317.63153	305.86343	324.58463	306.0852	324.58752	306.0746	319.451	304.075	319.725	304.745	320.05	304.067	320.07	304.095	320.022	303.931	319.904	304.067	325.538	309.955	325.545	309.946
104.0	317.68176	305.90463	316.05243	306.81808	318.0465	305.66672	318.08905	305.64975	317.69952	305.64664	317.69952	305.90427	324.7581	306.1743	324.761	306.1636	319.559	304.102	319.838	304.776	320.163	304.093	320.183	304.121	320.134	303.957	320.016	304.094	325.725	310.039	325.732	310.031
105.0	317.74866	305.94498	316.10315	306.85867	318.11755	305.70688	318.16052	305.6899	317.7666	305.68677	317.7666	305.9448	324.93097	306.26382	324.9339	306.25308	319.667	304.128	319.949	304.807	320.274	304.12	320.294	304.148	320.245	303.983	320.127	304.121	325.911	310.123	325.918	310.115
106.0	317.81464	305.98502	316.15305	306.8989	318.1877	305.74677	318.2311	305.7298	317.83276	305.72662	317.83276	305.98502	325.1033	306.35382	325.1062	306.34305	319.774	304.155	320.06	304.839	320.385	304.146	320.405	304.174	320.356	304.009	320.238	304.147	326.097	310.207	326.104	310.199
107.0	317.87973	306.02478	316.20218	306.93872	318.257	305.7864	318.3008	305.76947	317.89804	305.76624	317.89804	306.02496	325.27505	306.44424	325.27798	306.43344	319.88	304.181	320.17	304.87	320.495	304.172	320.515	304.201	320.466	304.034	320.347	304.174	326.282	310.292	326.289	310.283
108.0	317.94397	306.06427	316.2505	306.97818	318.32535	305.82578	318.36963	305.80887	317.96243	305.8056	317.96243	306.06464	325.44626	306.53516	325.4492	306.5243	319.986	304.207	320.279	304.901	320.604	304.198	320.624	304.227	320.575	304.06	320.456	304.2	326.466	310.376	326.473	310.367
109.0	318.00732	306.10345	316.29803	307.01724	318.39288	305.8649	318.43756	305.848	318.02594	305.8447	318.02594	306.10403	325.6169	306.6265	325.61984	306.61557	320.09	304.234	320.387	304.932	320.713	304.224	320.733	304.253	320.683	304.085	320.564	304.226	326.65	310.46	326.657	310.451
110.0	318.06982	306.14236	316.34485	307.05597	318.45953	305.90378	318.50464	305.8869	318.0886	305.88354	318.0886	306.14313	325.78702	306.7183	325.78998	306.70734	320.194	304.26	320.495	304.962	320.82	304.25	320.841	304.279	320.791	304.11	320.672	304.253	326.833	310.543	326.841	310.535
111.0	318.1315	306.181	316.3909	307.09427	318.52533	305.9424	318.57086	305.92554	318.15042	305.92215	318.15042	306.18195	325.9566	306.81052	325.95953	306.7995	320.298	304.286	320.602	304.993	320.927	304.276	320.947	304.305	320.897	304.135	320.778	304.279	327.016	310.627	327.024	310.619
112.0	318.19235	306.21936	316.43622	307.13223	318.5903	305.98077	318.63626	305.96393	318.2114	305.9605	318.2114	306.22046	326.12564	306.90317	326.12857	306.89212	320.4	304.311	320.708	305.023	321.033	304.302	321.054	304.33	321.003	304.16	320.884	304.304	327.198	310.711	327.206	310.703
113.0	318.25238	306.25745	316.48083	307.16983	318.65445	306.0189	318.70084	306.00204	318.27155	305.9986	318.27155	306.25873	326.29416	306.99628	326.2971	306.9852	320.502	304.337	320.813	305.053	321.139	304.327	321.159	304.356	321.109	304.185	320.989	304.33	327.38	310.795	327.388	310.786
114.0	318.3116	306.29523	316.52472	307.20703	318.7178	306.05673	318.7646	306.03995	318.33087	306.03644	318.33087	306.2967	326.46213	307.0898	326.4651	307.07867	320.603	304.363	320.918	305.084	321.243	304.353	321.264	304.382	321.213	304.21	321.094	304.356	327.561	310.878	327.569	310.87
115.0	318.37003	306.33273	316.56793	307.2439	318.78033	306.09436	318.82755	306.07758	318.38943	306.07404	318.38943	306.33438	326.62958	307.18375	326.63254	307.17258	320.703	304.388	321.022	305.114	321.347	304.378	321.368	304.407	321.317	304.234	321.197	304.381	327.741	310.962	327.749	310.954
116.0	318.42767	306.37	316.61044	307.2804	318.84207	306.1317	318.8897	306.115	318.44717	306.1114	318.44717	306.3718	326.79654	307.27814	326.7995	307.26694	320.803	304.414	321.125	305.143	321.451	304.403	321.471	304.432	321.42	304.259	321.3	304.407	327.921	311.046	327.929	311.037
117.0	318.48456	306.40695	316.65228	307.31653	318.90305	306.16882	318.95108	306.15213	318.50415	306.1485	318.50415	306.40894	326.96295	307.37292	326.9659	307.3617	320.902	304.439	321.228	305.173	321.553	304.428	321.573	304.457	321.522	304.283	321.402	304.432	328.1	311.129	328.109	311.121
118.0	318.54068	306.44363	316.69345	307.3523	318.96323	306.20566	319.0117	306.18903	318.56036	306.18533	318.56036	306.4458	327.12888	307.46814	327.13184	307.45685	321.001	304.464	321.329	305.203	321.655	304.453	321.675	304.483	321.624	304.308	321.504	304.457	328.279	311.212	328.288	311.204
119.0	318.59604	306.48007	316.73398	307.38773	319.02264	306.24228	319.07153	306.22565	318.6158	306.22195	318.6158	306.4824	327.2943	307.56378	327.29727	307.55246	321.098	304.489	321.431	305.232	321.756	304.478	321.776	304.508	321.725	304.332	321.605	304.483	328.457	311.296	328.466	311.287
120.0	318.6507	306.5162	316.77386	307.42282	319.08133	306.27866	319.1306	306.26205	318.67053	306.2583	318.67053	306.5187	327.45923	307.6598	327.4622	307.64844	321.195	304.514	321.531	305.262	321.856	304.503	321.877	304.532	321.825	304.356	321.705	304.508	328.635	311.379	328.644	311.37
121.0	318.7046	306.5521	316.81314	307.45755	319.13928	306.31476	319.18896	306.29822	318.72452	306.29443	318.72452	306.55472	327.62366	307.75623	327.62662	307.74484	321.292	304.539	321.631	305.291	321.956	304.528	321.976	304.557	321.925	304.38	321.804	304.532	328.812	311.462	328.821	311.454
122.0	318.75778	306.5877	316.85178	307.49194	319.1965	306.35062	319.2466	306.33414	318.77777	306.3303	318.77777	306.5905	327.7876	307.8531	327.79053	307.84167	321.387	304.564	321.73	305.32	322.055	304.552	322.075	304.582	322.023	304.404	321.903	304.557	328.989	311.545	328.998	311.537
123.0	318.81024	306.62305	316.8898	307.52597	319.253	306.38626	319.3035	306.3698	318.8303	306.36594	318.8303	306.626	327.95102	307.95032	327.95398	307.93887	321.482	304.588	321.828	305.349	322.153	304.577	322.174	304.606	322.121	304.428	322.001	304.582	329.165	311.628	329.174	311.62
124.0	318.86203	306.6581	316.92722	307.5597	319.30878	306.42163	319.3597	306.4052	318.88214	306.4013	318.88214	306.66122	328.11398	308.04794	328.11694	308.03647	321.577	304.613	321.926	305.378	322.251	304.601	322.271	304.631	322.219	304.452	322.098	304.607	329.341	311.711	329.35	311.703
125.0	318.91312	306.69293	316.96405	307.59305	319.36386	306.45676	319.4152	306.4404	318.9333	306.43646	318.9333	306.6962	328.27646	308.14597	328.27942	308.13446	321.67	304.637	322.023	305.407	322.348	304.625	322.368	304.655	322.316	304.475	322.195	304.631	329.516	311.794	329.525	311.785
126.0	318.9635	306.72748	317.0003	307.6261	319.41827	306.49167	319.46997	306.47534	318.98373	306.47137	318.98373	306.7309	328.43848	308.2444	328.44144	308.23285	321.763	304.661	322.119	305.435	322.444	304.649	322.465	304.679	322.412	304.499	322.291	304.655	329.69	311.877	329.699	311.868
127.0	319.01324	306.76175	317.036	307.65878	319.472	306.5263	319.5241	306.51007	319.0335	306.50604	319.0335	306.76532	328.6	308.3432	328.60297	308.33163	321.856	304.686	322.215	305.464	322.54	304.673	322.56	304.703	322.507	304.522	322.386	304.68	329.864	311.959	329.873	311.951
128.0	319.06232	306.79578	317.0711	307.69116	319.52502	306.56073	319.57755	306.54453	319.08264	306.54047	319.08264	306.79947	328.76108	308.44235	328.76404	308.4308	321.947	304.71	322.31	305.492	322.635	304.697	322.655	304.727	322.602	304.546	322.48	304.704	330.038	312.042	330.047	312.034
129.0	319.11075	306.82953	317.10568	307.7232	319.5774	306.5949	319.6303	306.57874	319.1311	306.57465	319.1311	306.83337	328.92166	308.54193	328.92462	308.53033	322.039	304.734	322.404	305.52	322.729	304.721	322.749	304.751	322.696	304.569	322.574	304.728	330.211	312.125	330.22	312.116
130.0	319.15854	306.863	317.1397	307.7549	319.62912	306.6288	319.68243	306.61273	319.17892	306.60858	319.17892	306.867	329.08182	308.64185	329.08475	308.63025	322.129	304.758	322.498	305.549	322.823	304.745	322.843	304.775	322.79	304.592	322.668	304.752	330.383	312.207	330.393	312.199
131.0	319.2057	306.89624	317.17322	307.78632	319.68018	306.6625	319.7339	306.64648	319.22607	306.6423	319.22607	306.9004	329.2415	308.74216	329.24445	308.73053	322.219	304.782	322.591	305.577	322.916	304.769	322.936	304.799	322.882	304.615	322.76	304.776	330.555	312.29	330.565	312.281
132.0	319.25223	306.92923	317.20618	307.8174	319.73062	306.69598	319.78473	306.68	319.27264	306.67578	319.27264	306.9335	329.4007	308.84283	329.40366	308.83118	322.308	304.805	322.684	305.605	323.008	304.792	323.028	304.823	322.975	304.638	322.852	304.8	330.727	312.372	330.736	312.364
133.0	319.29813	306.96194	317.23862	307.84814	319.78043	306.7292	319.8349	306.7133	319.31857	306.709	319.31857	306.96637	329.55948	308.94385	329.5624	308.9322	322.397	304.829	322.776	305.632	323.1	304.816	323.12	304.846	323.066	304.661	322.944	304.823	330.897	312.454	330.907	312.446
134.0	319.3434	306.99442	317.27054	307.8786	319.82962	306.76218	319.8845	306.7463	319.36386	306.74203	319.36386	306.999	329.7178	309.04526	329.72073	309.03357	322.485	304.853	322.867	305.66	323.191	304.839	323.211	304.87	323.157	304.684	323.034	304.847	331.068	312.537	331.078	312.528
135.0	319.38812	307.02664	317.302	307.90875	319.87817	306.79492	319.93344	306.77914	319.4086	306.77478	319.4086	307.03134	329.87567	309.147	329.8786	309.1353	322.572	304.876	322.957	305.688	323.281	304.862	323.302	304.893	323.247	304.706	323.125	304.87	331.238	312.619	331.248	312.611
136.0	319.43225	307.0586	317.33295	307.93857	319.92615	306.82745	319.98178	306.8117	319.4527	306.80734	319.4527	307.06342	330.0331	309.2491	330.03604	309.2374	322.659	304.899	323.047	305.715	323.371	304.885	323.392	304.916	323.337	304.729	323.214	304.894	331.407	312.701	331.417	312.693
137.0	319.47577	307.09033	317.3634	307.96808	319.9735	306.8597	320.02954	306.84406	319.49625	306.83963	319.49625	307.09528	330.1901	309.35156	330.19302	309.33984	322.746	304.923	323.137	305.742	323.46	304.908	323.481	304.939	323.426	304.752	323.303	304.917	331.576	312.783	331.586	312.775
138.0	319.5187	307.12177	317.39337	307.99728	320.0203	306.89178	320.0767	306.87616	319.53918	306.87173	319.53918	307.12686	330.34665	309.45438	330.34958	309.44263	322.831	304.946	323.226	305.77	323.549	304.931	323.569	304.962	323.515	304.774	323.391	304.94	331.744	312.865	331.754	312.857
139.0	319.5611	307.15298	317.42288	308.0262	320.06647	306.92358	320.12326	306.90805	319.58157	306.90356	319.58157	307.1582	330.50278	309.55753	330.5057	309.54578	322.916	304.969	323.314	305.797	323.637	304.954	323.657	304.985	323.602	304.796	323.479	304.964	331.912	312.947	331.922	312.939
140.0	319.60294	307.18396	317.45193	308.0548	320.1121	306.95517	320.16925	306.93973	319.62338	306.93518	319.62338	307.18927	330.65845	309.661	330.66138	309.64926	323.001	304.992	323.401	305.824	323.724	304.977	323.745	305.008	323.69	304.819	323.566	304.987	332.08	313.029	332.09	313.021
141.0	319.6442	307.2147	317.48053	308.08313	320.15714	306.98654	320.2147	306.97116	319.66464	306.96658	319.66464	307.22012	330.81372	309.76483	330.81665	309.75305	323.085	305.015	323.488	305.851	323.811	305	323.832	305.031	323.776	304.841	323.652	305.009	332.246	313.111	332.257	313.102
142.0	319.68494	307.24515	317.50867	308.11115	320.20163	307.01767	320.25955	307.00235	319.70535	306.99774	319.70535	307.2507	330.96854	309.869	330.97147	309.8572	323.168	305.037	323.575	305.877	323.897	305.022	323.918	305.053	323.862	304.863	323.738	305.032	332.413	313.192	332.423	313.184
143.0	319.72513	307.2754	317.53638	308.1389	320.24557	307.04858	320.30386	307.03333	319.74554	307.0287	319.74554	307.28107	331.12296	309.97348	331.1259	309.9617	323.251	305.06	323.661	305.904	323.983	305.045	324.004	305.076	323.948	304.885	323.823	305.055	332.579	313.274	332.589	313.266
144.0	319.7648	307.30536	317.56366	308.16632	320.28897	307.07925	320.34763	307.0641	319.7852	307.05942	319.7852	307.31116	331.27695	310.0783	331.27988	310.06653	323.334	305.083	323.746	305.931	324.068	305.067	324.089	305.098	324.033	304.907	323.908	305.078	332.744	313.356	332.755	313.347
145.0	319.80392	307.3351	317.59048	308.19345	320.33182	307.1097	320.39087	307.0946	319.8243	307.0899	319.8243	307.34103	331.43054	310.18344	331.43344	310.17166	323.415	305.105	323.831	305.957	324.153	305.09	324.173	305.121	324.117	304.929	323.992	305.1	332.909	313.437	332.92	313.429
146.0	319.84256	307.36462	317.6169	308.2203	320.37415	307.13992	320.43356	307.1249	319.86288	307.12018	319.86288	307.37067	331.58368	310.2889	331.5866	310.2771	323.496	305.128	323.915	305.984	324.237	305.112	324.257	305.143	324.201	304.95	324.076	305.123	333.074	313.519	333.084	313.51
147.0	319.88068	307.3939	317.64294	308.2469	320.41595	307.16995	320.47574	307.155	319.901	307.1502	319.901	307.40002	331.73645	310.39468	331.73935	310.38287	323.577	305.15	323.998	306.01	324.32	305.134	324.34	305.165	324.284	304.972	324.159	305.145	333.237	313.6	333.248	313.592
148.0	319.9183	307.42294	317.66855	308.2732	320.45724	307.19974	320.51736	307.18484	319.93857	307.18002	319.93857	307.42917	331.88876	310.50076	331.8917	310.48898	323.657	305.172	324.082	306.036	324.403	305.156	324.423	305.187	324.367	304.993	324.241	305.167	333.401	313.681	333.412	313.673
149.0	319.9554	307.45172	317.69376	308.29922	320.49802	307.22928	320.5585	307.2145	319.97565	307.20966	319.97565	307.45807	332.0407	310.60715	332.0436	310.59537	323.737	305.194	324.164	306.062	324.485	305.178	324.505	305.21	324.449	305.015	324.323	305.19	333.564	313.763	333.575	313.754
150.0	319.99207	307.4803	317.71857	308.32495	320.53827	307.25864	320.59915	307.24393	320.01227	307.239	320.01227	307.48676	332.19223	310.71387	332.19513	310.7021	323.816	305.216	324.246	306.088	324.567	305.2	324.587	305.231	324.53	305.036	324.404	305.212	333.727	313.844	333.738	313.836
151.0	320.0282	307.50864	317.743	308.35043	320.57806	307.28775	320.63928	307.27313	320.04837	307.2682	320.04837	307.51517	332.34335	310.82086	332.34625	310.80908	323.894	305.238	324.327	306.114	324.648	305.222	324.668	305.253	324.611	305.058	324.485	305.234	333.889	313.925	333.9	313.917
152.0	320.06387	307.5367	317.76706	308.37564	320.61734	307.31665	320.6789	307.30212	320.084	307.29715	320.084	307.54337	332.49408	310.9282	332.49698	310.9164	323.972	305.26	324.408	306.139	324.728	305.243	324.749	305.275	324.692	305.079	324.565	305.256	334.05	314.006	334.061	313.998
153.0	320.0991	307.56458	317.7907	308.40057	320.65613	307.34534	320.71805	307.33087	320.11917	307.3259	320.11917	307.57135	332.64438	311.0358	332.64728	311.02402	324.05	305.282	324.489	306.165	324.808	305.265	324.829	305.297	324.772	305.1	324.645	305.278	334.211	314.087	334.223	314.079
154.0	320.13385	307.59222	317.81403	308.42523	320.69443	307.3738	320.7567	307.35944	320.15387	307.3544	320.15387	307.5991	332.7943	311.14368	332.7972	311.13193	324.127	305.304	324.568	306.191	324.888	305.287	324.908	305.318	324.851	305.121	324.724	305.299	334.372	314.168	334.383	314.16
155.0	320.16815	307.61963	317.83698	308.44965	320.73227	307.40207	320.79492	307.3878	320.1881	307.38272	320.1881	307.6266	332.94385	311.2519	332.94672	311.24014	324.203	305.326	324.648	306.216	324.967	305.308	324.987	305.34	324.93	305.142	324.803	305.321	334.532	314.249	334.544	314.241
