stem:[h],0.2,0.1,0.05,0.01,0.005
stem:[\Vert p-p_h\Vert_{L^2}],5.34577e-02,2.79542e-02,1.42528e-02,2.85709e-03,1.43102e-03
stem:[\Vert u-u_h\Vert_{L^2}],4.78442e-02,2.43738e-02,1.23471e-02,2.45374e-03,1.22648e-03
