stem:[h],0.2,0.1,0.05,0.01,0.005
stem:[\Vert p\Vert_{L^2}],1.69091e-01,4.85275e-02,1.26349e-02,5.14523e-04,1.28986e-04
stem:[\Vert u\Vert_{L^2}],1.66947e-01,4.78222e-02,1.22767e-02,4.92702e-04,1.23431e-04
