stem:[h],0.2,0.1,0.05,0.01,0.005
stem:[\Vert p-p_h\Vert_{L^2}],1.97729e-03,5.33807e-04,1.34873e-04,5.41901e-06,1.35843e-06
stem:[\Vert u-u_h\Vert_{L^2}],6.14894e-03,1.61917e-03,3.99372e-04,1.52692e-05,3.81444e-06
