stem:[h],0.2,0.1,0.05,0.01,0.005
stem:[\Vert p-p_h\Vert_{L^2}],2.47985e-07,1.81459e-08,1.16742e-09,1.80373e-12,2.89473e-13
stem:[\Vert u-u_h\Vert_{L^2}],6.13595e-07,4.34515e-08,2.77315e-09,4.19972e-12,1.17702e-12
